X,Y,Z
-0.00411723096927771,0.00950988643291059,0.00792863068149239
-0.0282005573167119,0.0070580617068452,0.00440147178258461
-0.0285584453472376,0.00704057593869335,0.00438151415753414
-0.0360171961298749,0.00686874909062869,-0.000255711650926385
-0.0262081331472073,-0.00434225150259943,0.000210420638266942
-0.0253564737412299,-0.00494980789453937,0.000137494330047335
-0.0268038207867556,-0.0040816727660873,0.00139830559835218
-0.0230497997105762,-0.000344383642671988,0.00455101393607468
-0.0122192160844724,-0.00347357050827443,0.00555614651913761
-0.0216271925418478,-0.00195665138469486,0.00448995060712833
-0.00478762567776549,-0.00962130292869998,0.000346833358598603
0.00928995624080081,-0.0104755686069537,0.00042647558178516
0.00821852720291833,-0.00743279736613336,0.0083899437329337
-0.000931541414011217,-0.0093893471504831,0.0058744347122567
0.0189772624229341,-0.00650417153901019,0.00021508576700587
0.00947709342880558,-0.00706123046201843,0.00759688550482223
0.0162917462227037,-0.00571595082992296,0.000161759244936992
0.0191568369016168,0.00448941360594849,0.00998766947071569
0.0190796438274802,0.00123041831207244,0.00926275401697112
0.0165709861287425,0.00410041248731308,-0.000119883930644547
0.0143060076051486,0.00642664444892092,-0.000190047149506442
0.0144232616975679,0.00376684817018888,0.0035242063096648
0.00480873444433603,-0.00660106716709938,0.00991991073905887
0.00408411522669086,0.00396191875643761,0.0112682489208444
0.0147416439442316,-0.00320826860397586,0.0113315534559126
-0.00430895560387741,0.00341450349338734,0.00834834652113826
0.00705328866964973,0.00219694630328215,0.0116470043975168
-0.00496871336880074,0.00856312695114198,0.00872835492439414
0.0115896971095118,0.0144353566323172,0.0127477507028762
0.0140087240693727,0.00491294580511969,0.011560910552331
0.0150796455332769,0.00500071054781294,0.0109128150135326
0.0134432622117714,-0.00164454420370078,0.0109960989175982
0.0166723367520987,-0.00488654394142029,0.00747087119305491
0.0113833674900743,0.0156886403480214,0.0115146054832262
0.0103057327946668,0.0163881849717769,0.00599408459409819
0.0122743913729159,0.016155919466255,0.00883339949631116
-0.00811862130955632,0.00502587123664357,0.00724174882476248
0.00146705548277627,-0.00692498840758957,0.00887030460562229
-0.0100724442886289,-0.00545194272734711,0.00620652462296881
-0.0064602977901083,0.00312637941874886,0.00744737693583173
-0.00146354000759598,-0.00916467622370943,0.00505427897238176
-0.0047125656524226,-0.00887925332186133,0.00425231601579982
-0.0052208748726884,0.00930277878376115,0.00794335327917542
-0.00631770733631395,0.00921280819835084,0.0077422264774989
-0.00743537330693788,0.00917429728290686,0.00751536356125044
-0.00853850107983901,0.0091421359586827,0.007266659463181
-0.00975345583595695,0.00915148848246805,0.00706041896316065
-0.0110322422475789,0.00918423387007133,0.00688453918058639
-0.0122661615697709,0.00917387092310188,0.00665243546085187
-0.0134477686060164,0.00908892273603908,0.00642776084328005
-0.0146465697185963,0.00902827357995737,0.00623278567326276
-0.0158170731340562,0.0089645180071761,0.00605027768797866
-0.0169923070390423,0.00887463762840874,0.00587135216832054
-0.0181623046248518,0.00875924661577576,0.00569576488882383
-0.0193358782806012,0.00866096586135436,0.00555423710776115
-0.0205634950168837,0.0085235123710242,0.0054668094816551
-0.0217402650810797,0.00829820703210825,0.00531114724613746
-0.0229887858285425,0.00807939093789679,0.0052003011172225
-0.0242518205769195,0.00789781810905211,0.00510005857169017
-0.0253945721801515,0.00770875979772679,0.00500300497242557
-0.0264000214420592,0.00748186980497849,0.00488286770210753
-0.0273462173211294,0.00728848390572601,0.00471964088938079
-0.0280060249053726,0.00619469448788688,0.00449543220295076
-0.0275340743418338,0.0055621247386556,0.00452710228935068
-0.0270186369747981,0.00491216764770436,0.00448746318489218
-0.0264687325358493,0.00429179287572038,0.00447949093482969
-0.0258759493386214,0.00370064572705275,0.00444832556987123
-0.0251852084640494,0.00307337823409755,0.00435494558403452
-0.0245223243863984,0.00238032258799936,0.00421090776301404
-0.0237619150750204,0.00164817242034098,0.00411349637665449
-0.0228710322734121,0.00101411296806807,0.00415701070491086
-0.021901064079997,0.000622496227918966,0.00435664938995014
-0.0208845130875067,0.000200990625255231,0.00447519185867848
-0.0199553140650562,-0.000318637856889535,0.00456715205579701
-0.0190790810055179,-0.000780713562139272,0.00463719232707111
-0.0182097677223991,-0.00120696484157889,0.004684132692922
-0.0173147925230935,-0.00165580103105219,0.0047787092590184
-0.0164573083286103,-0.00207275324359456,0.00488324224789517
-0.01560926335393,-0.00245760989734038,0.00494850399615737
-0.0147284690438803,-0.00279687875416234,0.00505850100564675
-0.0138784715647225,-0.00311708543843082,0.00520797527691264
-0.0129941805442157,-0.00337075361435316,0.00536459105741788
-0.0126140084282559,-0.00270654273067809,0.00555957669181264
-0.0131191908416018,-0.00187477301414474,0.00555068159961357
-0.0137309759070218,-0.00104777443432201,0.00557263412440075
-0.0144493221543197,-0.000235830395084643,0.00557852280657932
-0.0150367811232418,0.000601660164484303,0.0056441405309901
-0.0155337632525915,0.00147767105717749,0.00573220512943349
-0.0157846660169402,0.00241044458694739,0.00583317805428197
-0.0156027733760111,0.00335222680524685,0.00603712823085871
-0.015088236203472,0.00416607512925015,0.00623740784016772
-0.0144095211022899,0.00473267057208517,0.00646865584744386
-0.013533116434104,0.00523940478549601,0.00664532521481347
-0.0125118485989511,0.00563453358746938,0.00681458243209124
-0.0113924542329198,0.00584272443781361,0.00702564859374154
-0.0102898748756936,0.00598717494148945,0.00723317338656721
-0.00916663794687088,0.00616510991334616,0.00741331554314634
-0.0082043301304637,0.0066114743395351,0.00761304466116088
-0.00739279508991475,0.00701845871414217,0.00779247494134389
-0.00661036492939518,0.00755596940795695,0.00790475657499187
-0.00583712022930508,0.0081035205424477,0.00799494388125842
-0.00501826849698299,0.00877267287087104,0.00813881695247732
-0.0289284699280776,0.00712436761848504,0.00442359586784417
-0.0293951584338688,0.00719456715036936,0.00438383261653307
-0.0298238186717279,0.0071974488052882,0.00427065375845322
-0.030241148017164,0.00720153540890159,0.00412951098628601
-0.030662155194464,0.00729244942200639,0.00401313954087618
-0.0310926117151099,0.00737556556741738,0.00385192055914434
-0.0315319886526892,0.00735552004334703,0.00369215808037991
-0.0319845576308516,0.00733657441429925,0.00353125795736903
-0.0324056275627665,0.00734703367227784,0.00336191095028053
-0.0328634522919726,0.00733597980022717,0.00319228614954536
-0.0333250935009617,0.00729293287120392,0.00301425185629873
-0.0337264666644439,0.00724275576205022,0.00280875645882767
-0.0341551527123804,0.00719404140914175,0.00260383217858559
-0.0345493066766672,0.0071952869389949,0.00235306468759875
-0.034925564496285,0.00721713914682225,0.0020771185604231
-0.0352470922186597,0.0072200533932289,0.00175967573596677
-0.0354964802301064,0.00713521331147266,0.00142866597249329
-0.0356945274815053,0.00705115180640377,0.00106725381184177
-0.0358977077585355,0.00700361153778392,0.000669664537293905
-0.0360110436445826,0.00693933621823833,0.000223993612106263
-0.0359565645786828,0.00614089834332177,-0.00022842112260257
-0.0357543155623401,0.00540218214736732,-0.000190838647874058
-0.0354834225484063,0.00468336196865889,-0.000147208719961217
-0.0351290024790092,0.00400671980809527,-0.000129867680016416
-0.0347487369319436,0.00335268521373375,-0.000116126833637132
-0.034350087397795,0.00271268934617861,-9.29892879219989e-05
-0.0339410072039896,0.00210595591454932,-5.5767966783526e-05
-0.0334914410540969,0.00154405788340722,-4.8458938070344e-05
-0.0330357383206258,0.00100850208315051,-4.05339817801808e-05
-0.0325619510931609,0.000486455318634679,-2.69168427786144e-05
-0.0320791881338367,-4.33439776140748e-05,-3.5915205464517e-05
-0.0315993988399796,-0.000568250546634485,-4.42137922212954e-05
-0.0311208129205935,-0.00108613019475073,-3.13579412432577e-05
-0.0306307919780449,-0.00154148129322979,-2.06624251769778e-07
-0.030125450657771,-0.00203255294508956,1.64717259736604e-05
-0.0295837581344026,-0.00252243760174276,3.89710318399765e-05
-0.0290494658534722,-0.00298939262749766,5.19287850797744e-05
-0.0284403647076176,-0.00348080284393829,8.93224951936544e-05
-0.0277864792248754,-0.00389261338710873,0.000121102141456609
-0.0270196941081007,-0.00419213936132112,0.000141521576753078
-0.0266366721383044,-0.00403273366021621,0.000914565823651869
-0.0272325326875609,-0.00363174175648947,0.00123140112346067
-0.027702516660598,-0.0032544271862685,0.00130816725556025
-0.0282058796210353,-0.00276904431582256,0.00138499776250885
-0.0286514463313272,-0.00217382182162897,0.00147232999799942
-0.0288542491974941,-0.00164610024025827,0.00157288195841625
-0.0289260642221031,-0.00125886691363313,0.00168042625921619
-0.028976794984843,-0.000976635141902533,0.00173780293849173
-0.028955190677096,-0.000663312381349661,0.00185590872985498
-0.0288697139152726,-0.000371180784132015,0.00202216748374584
-0.0286764389889454,-0.000136967920751157,0.00221500668559565
-0.0284593961230221,-5.11324646559454e-05,0.0023032438427889
-0.0282359675929898,0.000167919061558699,0.00251945174336728
-0.0278847708071402,0.0003582239941627,0.00271476554001934
-0.0273479333126729,0.000309367324365519,0.00291555045055617
-0.0266622319529265,0.000260200913678889,0.00315318689866633
-0.0259362069388529,0.000123448806984099,0.0033764534699689
-0.0251645000434646,-8.17106366400472e-05,0.00363807100385469
-0.0243462725664788,-0.000222513410148923,0.00395247153173106
-0.0236436427399978,-0.000322239230055328,0.0042805886840088
-0.0232873733065886,2.8764668985271e-05,0.00456475594783006
-0.0235188173927589,0.000421852189383786,0.00456079874439548
-0.0237718702483131,0.000754700084677253,0.00455183074090333
-0.0240014296765121,0.00109155442026792,0.00457506201269269
-0.0242161008886598,0.00138885557574011,0.00459886258214927
-0.0245722476984387,0.0018611371210979,0.00454074860973751
-0.0250004502687393,0.00219825914750743,0.00446844472401509
-0.0253676860598717,0.00250760423741231,0.0044096107591031
-0.025706998537035,0.00283243273609009,0.00437781238486476
-0.0260324439461863,0.00318255508428147,0.00432018137378304
-0.0263292288866519,0.0035265945720219,0.00429326494204427
-0.0266048818250057,0.00385460081115996,0.00428320446973921
-0.0268750070300607,0.00418891372423224,0.00430479558308538
-0.0271581499498183,0.00450937544561368,0.00435369245558239
-0.0274120431940231,0.00479037694648078,0.00436825309632575
-0.0276558604152639,0.00510377842580845,0.00440518010926906
-0.0279064900968379,0.00543982497449489,0.00440193894653358
-0.0281151384552526,0.00579809922759171,0.00446969055130805
-0.0283229001804615,0.00618445086483853,0.00448779105720933
-0.028474878390735,0.00660442956404716,0.00446380570924988
-0.0244837005677061,-0.00540596751273171,0.000171650730575883
-0.0235185267963882,-0.0057686462664178,0.000180422052498054
-0.0225986191050387,-0.00613358426056065,0.000185010328989588
-0.0216308005698707,-0.00644948846457276,0.000198844322091323
-0.0206424666289948,-0.00673575714218597,0.000229895093081257
-0.0196523128560205,-0.00700475383111938,0.000229090586610313
-0.0186274802628827,-0.00723117401830605,0.000233994401559564
-0.0176002979769947,-0.00749595736047512,0.000225902103340492
-0.0165801775512573,-0.00775803388148076,0.000225348182444312
-0.015534514198,-0.00800016506729781,0.000247427546104955
-0.0144746076451154,-0.00821701321297775,0.000265931678589227
-0.0134344997137772,-0.00842283305962552,0.000278134714623188
-0.0123734407456381,-0.00860582372883371,0.000295448226122097
-0.0113438891292362,-0.00876952286621534,0.000305648812435543
-0.0103086590378667,-0.00891776937131053,0.000304778554870779
-0.00928970128930686,-0.0091025094302685,0.000309830570974469
-0.00828476906778442,-0.00930351263814041,0.000305706542095122
-0.00730229657956997,-0.00952349378521062,0.000320727622662783
-0.00633414369851858,-0.00967087938664681,0.000334395123868863
-0.00548061804109321,-0.00967347472476445,0.000331640820901822
-0.00449541674623214,-0.00976657035597377,0.000724523776439715
-0.00423647009462193,-0.00986109132280114,0.00116978053124181
-0.00400595517255818,-0.00991451936227146,0.00160746861205856
-0.00379884521097608,-0.00989067215691486,0.00206237766658562
-0.0037730415073035,-0.00981532629540711,0.00259316173172757
-0.00393887359155397,-0.00968207561447537,0.0031235464190616
-0.00418287198605294,-0.00949203682622195,0.00358971978693257
-0.00442775795170493,-0.00921083543392441,0.00397932839931424
-0.00542341767808026,-0.00875525912925405,0.00453135988632552
-0.00631687101170492,-0.00843748326765415,0.00486470039441195
-0.00710250491938454,-0.00812891954030852,0.0050706203012179
-0.00777131960086164,-0.00777554599695117,0.00524464339453065
-0.00845813773465699,-0.00736322275342572,0.00536317569962658
-0.00905581424161176,-0.00694648576802291,0.00553807326945094
-0.0097331228708276,-0.00637214304017314,0.00582910923674718
-0.0103876258126354,-0.0059541188833507,0.00595910063832594
-0.0110682323013623,-0.00557353798460436,0.00594855188089244
-0.0119050720066988,-0.00525358839731174,0.00584903152301817
-0.0127841545006653,-0.00493419418711106,0.00570308964016973
-0.0137020918974475,-0.00466840132525024,0.00553246060162731
-0.0146502746683213,-0.00451133954999444,0.00537662241203643
-0.0154719410993501,-0.00427355678345321,0.00521773337332532
-0.0163463014189962,-0.004052806473634,0.00509714655784456
-0.0172414865746254,-0.00375717942439325,0.00500817142169893
-0.0182242415468911,-0.00342542712473438,0.00491777141444388
-0.0191709370466288,-0.00313547973860448,0.00482849570857193
-0.0200804257428313,-0.0028389538449825,0.0047202579761893
-0.0208973189109658,-0.00243442610784179,0.00467003603414453
-0.0216343266428811,-0.00227241561226178,0.00445577405020208
-0.0215591923067095,-0.00260753142044835,0.0044038866356526
-0.0215155459928038,-0.00298784158666049,0.00438377658691906
-0.0214615339763056,-0.00337037433836491,0.00431029555803942
-0.0214126751668621,-0.00368913688900142,0.00417995638379629
-0.021405508436281,-0.00399781644370765,0.00397746215131789
-0.0214642203995615,-0.00424236718195014,0.00380200619735656
-0.021652212177248,-0.00452862625961755,0.00358147271740129
-0.0218908101858483,-0.00473890871383517,0.00336599913281462
-0.0222273027627269,-0.00488184294507714,0.00312969770423303
-0.0226030001795692,-0.00497910641964652,0.00288567554478773
-0.0230440127880508,-0.00500878257915238,0.00267723205515505
-0.0234931821481314,-0.0049959359014584,0.00250172133414076
-0.0239499356630035,-0.00496126044018816,0.00232649145382736
-0.0243791343383985,-0.00486648559380344,0.00218840479556695
-0.0247997098000565,-0.00475411675148773,0.00206087072906391
-0.0252200317639965,-0.00463795716547526,0.00194031016033347
-0.0256404220845124,-0.00450059327486854,0.0018163751182808
-0.0260690079196955,-0.00436908466438923,0.0017158867551444
-0.02646487660361,-0.00423077843340334,0.00159218668738839
-0.0266358358818831,-0.00433305439979044,0.00137750673071336
-0.0263985415620379,-0.00452621445232738,0.00131005778364045
-0.026152199708587,-0.00467554147453708,0.00120446307775241
-0.02594360828192,-0.00480013402464891,0.00108684483811984
-0.0257481363221513,-0.00490064963355757,0.000966471834593164
-0.025585163752725,-0.00497989350004868,0.000831599746180265
-0.02542057214319,-0.00502673348305801,0.000642347962727
-0.0253400390623317,-0.00499943632073323,0.000393704451042082
-0.00416219789766734,-0.00987688139014522,0.00033774119786893
-0.00355527359755006,-0.0100954620934024,0.000345481272597908
-0.00293887475712344,-0.0102834439286476,0.000345051826386802
-0.00232291355070558,-0.010474020104847,0.00034082209772154
-0.0016967784450565,-0.0106132744496026,0.000339978408277407
-0.00101872679510135,-0.0107642310469793,0.000346247941394054
-0.00033314312224936,-0.0109076595084758,0.000351865446034373
0.000356269470443269,-0.0110129966983393,0.000352662810277364
0.00102758007958693,-0.0110934920854827,0.000355330038851593
0.00172152783992728,-0.0111818924654404,0.000363009414557231
0.00239675321895434,-0.0112398901866437,0.00036423740489274
0.00308339470240349,-0.0112870245761039,0.000365916231489826
0.0038043229940616,-0.0112770647321327,0.000367942115965469
0.00451412369818987,-0.0112353140546534,0.000378882050869455
0.00520900928156994,-0.0112104045866689,0.000368349116469573
0.00588332641080332,-0.0111763959988281,0.00037991271690627
0.0065896875701569,-0.011060931343069,0.000385596040085513
0.00728518779227312,-0.0109385572334452,0.000371724310355627
0.00800090698441558,-0.0108224131565108,0.000391004181320794
0.00867442550444159,-0.0106706226847149,0.000412939334740072
0.00931925543872282,-0.0104304123081296,0.00091179246794649
0.00938599730743243,-0.0103618659339887,0.00138494146893224
0.00944977306237229,-0.0102905574817815,0.00184428108707821
0.00946435313363104,-0.0102154644434764,0.00224429889654439
0.00949427354286926,-0.0101455683831635,0.00267546144240606
0.00948986068385777,-0.0100487738145071,0.00310199149571366
0.00945843375282016,-0.00992743718448785,0.00350586301258312
0.00939798552782591,-0.00977718986100098,0.00390354872208829
0.00932540078971619,-0.0096112501432605,0.00429951607269828
0.00927722430175785,-0.00939754466395627,0.0047199709715499
0.00920312868090107,-0.00915266743193383,0.00511269562343769
0.0091281429069648,-0.00888679284158653,0.00551815002467695
0.00911372117542772,-0.00860482175435253,0.00588367994486141
0.00904677442050691,-0.00835858962391423,0.00624189062802986
0.00898570969712688,-0.00818860629760982,0.00658137465898636
0.0088874817326884,-0.00802413029332066,0.00689186130109314
0.00877569674651065,-0.00785065372691818,0.00722912163239498
0.008652812274699,-0.00779214539349403,0.00758792442486433
0.00852872693209956,-0.00775696090224524,0.00793633686367904
0.00839732912279811,-0.00761801329969469,0.00820477025719937
0.00785505341212937,-0.00767290639726768,0.00854903924655002
0.00746228394956764,-0.00787326485903544,0.00862572538317423
0.00705024782646558,-0.0080718369465864,0.00870334773091207
0.00664651418777266,-0.00821011874212177,0.00876355393480908
0.0062528469264544,-0.00830377742399965,0.00880751534118691
0.00585354479139127,-0.00841380397564754,0.0087767577073328
0.00547478022141313,-0.00849598880352415,0.00869341962689623
0.00506521111122176,-0.00856242745024274,0.00862085502234234
0.00457530982636649,-0.00869070695351987,0.00842034007371615
0.00415054483751996,-0.0087899295017451,0.00818997758554763
0.00370303004027824,-0.00889477787968323,0.00794945647142089
0.0032338877618157,-0.00895791822098469,0.00774827982273858
0.00278741395036942,-0.00898054831750081,0.0075513573762495
0.00234534558537087,-0.00909313603682853,0.00732465609353454
0.00188246972265525,-0.00921016817525167,0.00713243030161078
0.0014295680318419,-0.00930534432321426,0.00694646783528532
0.00113177794778983,-0.00941819028831851,0.00679620915281258
0.000776028818849142,-0.00952354925737948,0.00656390319144224
0.000263429553470876,-0.00953542161017019,0.00629941760536471
-0.000323386069580563,-0.00947942715136435,0.00610186961299558
-0.000873481310631915,-0.00955818110566852,0.00561277099391824
-0.000909832141593568,-0.00965205016428173,0.00532943087283101
-0.00105839761706788,-0.00971669926490202,0.00506762302152687
-0.00127436894156409,-0.00970455457958264,0.00485985922243561
-0.00150337564835396,-0.00970754773528193,0.0047140022891547
-0.00169287099972431,-0.00973224219135681,0.00454838428060136
-0.00191791084885777,-0.00972905767140853,0.00427769496974702
-0.00214036069257107,-0.00966420491453591,0.00402241074929181
-0.00238400868412218,-0.00963958608512457,0.00374990517971045
-0.00258869283114323,-0.00966484524466598,0.00346210346280199
-0.00276677894476612,-0.0097177708959433,0.00316198309957482
-0.00296269448089419,-0.00977596150944905,0.00287627383861871
-0.00315877578077052,-0.00983119557847795,0.00261874157218981
-0.00329552630745479,-0.00991874292988541,0.00239224271278779
-0.00346199410941795,-0.00996163382476135,0.00213882764836409
-0.00365148961084272,-0.00995923184836924,0.00186006667304422
-0.00382648837610035,-0.00991428183658763,0.00157587484733496
-0.00400586163830595,-0.00985514869941833,0.00129685902029991
-0.00419419025319974,-0.00979108517021725,0.00099163584083352
-0.00446504897340909,-0.00970145799623667,0.000654833572243668
0.00981054578188953,-0.0103823788864485,0.00040479337447844
0.0103150174186795,-0.0102506924562954,0.000371086571012009
0.0109107950216712,-0.0100970992833846,0.00035759799331035
0.0115257433786457,-0.00997460315119903,0.000343884445260864
0.0121384326133269,-0.00988714877197231,0.000339073092382796
0.0127109321437,-0.00983155581950558,0.000332702471242298
0.0132677365273266,-0.00973873294019313,0.000319322945653507
0.013825096768372,-0.0096115869165047,0.0003006558247513
0.0143667166875546,-0.00947687921656622,0.000291683077601096
0.0148979139589604,-0.00934325924012996,0.00028639843877224
0.0154178360677136,-0.00922216799934817,0.000288281328213263
0.0159231160407907,-0.00907458966764426,0.000289354005204864
0.0164534032705221,-0.00890209195553423,0.000292714439723782
0.0169367897716791,-0.00867663473212148,0.000276104864417466
0.0173361026918999,-0.00844810410775247,0.000254369857491559
0.0177020105232784,-0.00822145206841077,0.000226918269706513
0.0180560948035308,-0.00798057884328897,0.00022163262505829
0.0183957028966262,-0.00767464098700637,0.000221192910135668
0.0186774942976865,-0.00730101833884517,0.000206253536798385
0.0188432145505197,-0.00690974834341145,0.000208890766474442
0.0189521096224121,-0.00658412070342543,0.00104921431628537
0.0189270630000844,-0.00651633980232254,0.00175844197978647
0.0188640776734729,-0.00643226306278268,0.00236027565463036
0.0188936786363244,-0.00617987865551934,0.00275366366988007
0.018937279659259,-0.00586251340578136,0.00304474722496522
0.0189756353678508,-0.00548831343657277,0.00352775152813891
0.0190528735900971,-0.00531827781305972,0.00404497900247474
0.0191039643941221,-0.00507189794011562,0.00452012576411128
0.0190545748435541,-0.00477564283186038,0.00513063690315028
0.0189988396805064,-0.0045218266673594,0.00578694032247788
0.0188825286705117,-0.00433357872785979,0.0063210171347398
0.0186050171756741,-0.00428782510358973,0.00667376928071586
0.0182745812880897,-0.00435453425833962,0.00690664885502143
0.0179012762583568,-0.00454698330920762,0.00717416552906491
0.0175276681606616,-0.0048376600412657,0.00729008074087385
0.0172829334516253,-0.00500708509244068,0.00737416968027778
